404: Not Found
港台频道2&爬虫更新,#genre#
黑龙江卫视,http://114.228.203.2:1024/rtp/239.49.8.14:9426
山东卫视,http://114.228.203.2:1024/rtp/239.49.8.7:9306
天津卫视,http://114.228.203.2:1024/rtp/239.49.8.35:8620
四川卫视,http://114.228.203.2:1024/rtp/239.49.8.110:8000
重庆卫视,http://114.228.203.2:1024/rtp/239.49.8.57:9830
湖北卫视,http://114.228.203.2:1024/rtp/239.49.8.8:9632
江西卫视,http://114.228.203.2:1024/rtp/239.49.8.111:8000
贵州卫视,http://114.228.203.2:1024/rtp/239.49.8.49:8000
东南卫视,http://114.228.203.2:1024/rtp/239.49.8.112:8000
云南卫视,http://114.228.203.2:1024/rtp/239.49.0.177:8000
河北卫视,http://114.228.203.2:1024/rtp/239.49.8.114:8000
广西卫视,http://114.228.203.2:1024/rtp/239.49.8.209:6000
海南卫视,http://114.228.203.2:1024/rtp/239.49.8.83:8000
吉林卫视,http://114.228.203.2:1024/rtp/239.49.8.113:8000
辽宁卫视,http://114.228.203.2:1024/rtp/239.49.8.48:8000
湖南卫视,http://180.108.44.67:4022/rtp/239.49.8.12:9418
江苏卫视,http://180.108.44.67:4022/rtp/239.49.8.16:9602
浙江卫视,http://180.108.44.67:4022/rtp/239.49.8.20:9618
东方卫视,http://180.108.44.67:4022/rtp/239.49.8.17:9606
北京卫视,http://180.108.44.67:4022/rtp/239.49.8.11:9414
深圳卫视,http://180.108.44.67:4022/rtp/239.49.8.15:9430
广东卫视,http://180.108.44.67:4022/rtp/239.49.8.13:9422
安徽卫视,http://180.108.44.67:4022/rtp/239.49.8.80:8000
河南卫视,http://180.108.44.67:4022/rtp/239.49.8.29:8000
黑龙江卫视,http://180.108.44.67:4022/rtp/239.49.8.14:9426
山东卫视,http://180.108.44.67:4022/rtp/239.49.8.7:9306
天津卫视,http://180.108.44.67:4022/rtp/239.49.8.35:8620
四川卫视,http://180.108.44.67:4022/rtp/239.49.8.110:8000
重庆卫视,http://180.108.44.67:4022/rtp/239.49.8.57:9830
湖北卫视,http://180.108.44.67:4022/rtp/239.49.8.8:9632
江西卫视,http://180.108.44.67:4022/rtp/239.49.8.111:8000
贵州卫视,http://180.108.44.67:4022/rtp/239.49.8.49:8000
东南卫视,http://180.108.44.67:4022/rtp/239.49.8.112:8000
云南卫视,http://180.108.44.67:4022/rtp/239.49.0.177:8000
河北卫视,http://180.108.44.67:4022/rtp/239.49.8.114:8000
广西卫视,http://180.108.44.67:4022/rtp/239.49.8.209:6000
海南卫视,http://180.108.44.67:4022/rtp/239.49.8.83:8000
吉林卫视,http://180.108.44.67:4022/rtp/239.49.8.113:8000
辽宁卫视,http://180.108.44.67:4022/rtp/239.49.8.48:8000
湖南卫视（超高码率）,http://113.218.137.239:9999/rtp/239.76.253.100:9000
湖南卫视（超高码率）,http://113.218.137.237:9999/rtp/239.76.253.100:9000
